Zeitpunkt,demand,pv,wind,biomass,hydro_large,hydro_small
1930-12-01 03:00:00+01:00,0.146775696,0.0,0.004454003,0.0624,0.103094663,0.000104851
1930-12-01 04:00:00+01:00,0.148543216,0.0,0.004093075,0.0624,0.103094663,0.000104851
1930-12-01 05:00:00+01:00,0.154598833,0.0,0.003977886,0.0624,0.103094663,0.000104851
1930-12-01 06:00:00+01:00,0.166170043,0.0,0.004070037,0.0624,0.103094663,0.000104851
1930-12-01 07:00:00+01:00,0.180906702,0.010128584,0.003332823,0.0624,0.103094663,0.000104851
1930-12-01 08:00:00+01:00,0.176954696,0.024196133,0.001758563,0.0624,0.103094663,0.000104851
1930-12-01 09:00:00+01:00,0.170263081,0.031511171,0.000998311,0.0624,0.103094663,0.000104851
1930-12-01 10:00:00+01:00,0.165972784,0.034043317,0.000806328,0.0624,0.103094663,0.000104851
1930-12-01 11:00:00+01:00,0.164708389,0.032495889,0.00069037,0.0624,0.103094663,0.000104851
1930-12-01 12:00:00+01:00,0.165964783,0.026446879,0.000523729,0.0624,0.103094663,0.000104851
1930-12-01 13:00:00+01:00,0.169125465,0.01596659,0.000499923,0.0624,0.103094663,0.000104851
1930-12-01 14:00:00+01:00,0.169162572,0.004220246,0.00157426,0.0624,0.103094663,0.000104851
1930-12-01 15:00:00+01:00,0.174258868,0.0,0.003762865,0.0624,0.103094663,0.000104851
1930-12-01 16:00:00+01:00,0.184352457,0.0,0.005621259,0.0624,0.103094663,0.000104851
1930-12-01 17:00:00+01:00,0.201200676,0.0,0.005905394,0.0624,0.103094663,0.000104851
1930-12-01 18:00:00+01:00,0.203658127,0.0,0.004999235,0.0624,0.103094663,0.000104851
1930-12-01 19:00:00+01:00,0.196660583,0.0,0.004070037,0.0624,0.103094663,0.000104851
1930-12-01 20:00:00+01:00,0.18517365,0.0,0.003432654,0.0624,0.103094663,0.000104851
1930-12-01 21:00:00+01:00,0.17859207,0.0,0.002879743,0.0624,0.103094663,0.000104851
1930-12-01 22:00:00+01:00,0.171521172,0.0,0.002265398,0.0624,0.103094663,0.000104851
1930-12-01 23:00:00+01:00,0.165191577,0.0,0.001835356,0.0624,0.103094663,0.000104851
1931-01-01 00:00:00+01:00,0.178499353,0.0,0.001643374,0.0624,0.100121799,9.24e-05
1931-01-01 01:00:00+01:00,0.175117412,0.0,0.001282446,0.0624,0.100121799,9.24e-05
1931-01-01 02:00:00+01:00,0.176408369,0.0,0.000929197,0.0624,0.100865015,9.24e-05
1931-01-01 03:00:00+01:00,0.172479916,0.0,0.000666565,0.0624,0.100865015,9.24e-05
1931-01-01 04:00:00+01:00,0.168701373,0.0,0.000452312,0.0624,0.100865015,9.24e-05
1931-01-01 05:00:00+01:00,0.180955738,0.0,0.000309476,0.0624,0.100865015,9.24e-05
1931-01-01 06:00:00+01:00,0.204041004,0.000984727,0.000261865,0.0624,0.100865015,9.24e-05
