Bus,x,y
IT31-220,12.711471800000004,45.89403179129267
IT33-220,12.391608900000003,45.86415929127141
IT34-380,13.236171299999995,45.85107289126213
IT36-220,12.495938474272268,45.809953426816165
IT38-220,12.432157100000005,45.79707759122357
IT39-220,13.572690900000008,45.7968863912234
IT4-380,9.313391500000003,46.313551291586485
IT42-220,10.990147364000991,45.75679478756164
IT43-380,9.3280345,45.74228939118432
IT44-380,10.3080123,45.73775769118102
IT45-380,10.302113799999995,45.728144891174125
IT46-220,10.645283999999991,45.72278559117034
IT47-220,7.658080000000003,45.70706609115896
IT48-220,11.714181499999995,45.70584739115809
IT49-220,10.6133311,45.693153091149
IT5-220,8.362882899999995,46.29442459157332
IT50-220,8.61731389999999,45.689449591146285
IT51-380,10.30333369999999,45.678928091138765
IT52-220,8.586256200000003,45.669451091131904
IT53-220,11.727662200000012,45.66735979113038
IT54-380,10.300931699999987,45.66456879112838
IT55-380,11.539546581972468,45.651855017644905
IT56-380,10.2986503,45.65148009111895
IT57-380,10.2906483,45.6412330911115
IT58-220,12.27900629999999,45.62482189109963
IT59-220,12.295101200000005,45.61409559109186
IT6-220,13.11011615730354,46.23906282424775
IT60-380,7.431342179584443,45.60280689026981
IT60-400,7.431604620881873,45.60300448281468
IT61-380,7.444784168928321,45.59708130651567
IT61-400,7.445046631537918,45.59727886655647
IT62-380,12.244538930646057,45.58803261089262
IT63-220,9.45659689999999,45.57691649106495
IT64-220,11.48841476541037,45.56737525582518
IT65-220,9.322796988323896,45.563170907374925
IT66-220,8.765184654879373,45.523561891842654
IT67-220,9.096364400000004,45.49401539100456
IT68-220,8.627157700000001,45.49219009100329
IT69-220,9.322134729213673,45.48918929670247
IT7-220,12.273469100000009,46.16637769148439
IT70-220,12.144294100000002,45.46902669098629
IT71-220,12.22154481509801,45.45826761932893
IT72-220,10.7406771,45.43368279096045
IT73-380,11.32017506750274,45.41524934338435
IT74-220,8.187821500000005,45.41133099094405
IT75-220,10.697889999999996,45.40437319093898
IT76-220,11.0348544,45.39132539092937
IT77-380,7.490253900000004,45.18555729077716
IT78-380,7.481823899999997,45.17070879076609
IT79-380,7.0262539,45.159572690757805
IT8-220,11.128959799999992,46.15470609147626
IT80-220,7.7563683,45.14293949074533
IT81-220,7.744014499999995,45.13629479074045
IT82-220,7.7648213,45.11465099072423
IT83-220,7.544154699999998,45.10941249072032
IT84-220,10.93754510000001,45.10933009072022
IT85-220,7.628519100000002,45.093055590708026
IT86-220,9.479076400000007,45.036989590666025
IT87-220,7.5850915,45.01205779064725
IT88-220,7.620314599989959,44.99216173618192
IT89-220,7.7153204,44.98835389062939
IT9-220,10.087815799999994,46.12787269145751
IT90-220,11.565994699999996,44.8876859905532
IT91-220,7.742399700000009,44.882363990549166
IT92-380,10.302087876014962,44.76169674439218
IT93-380,10.236346727975077,44.75263377842566
IT94-380,10.948531800000003,44.58227999031925
IT95-220,8.673947206433589,44.42379876026464
IT96-220,9.324045100000005,44.417294990191
IT97-220,8.645069400000002,44.41556109018966
IT98-220,8.614784399999998,44.4067870901828
IT99-220,8.389808099999998,44.2724375900774
SI1-400,15.742280900000008,46.38149169163329
SI2-220,14.506468600000003,46.128015091457655
SI3-220,13.578760954290248,45.81364343366357
relation/13020240-220,12.478217709550623,41.868122336513856
relation/1377432-220,10.881594395287683,45.88305809414192
relation/13844905-220,14.12908496797304,42.403657736221255
relation/13844905-380,14.129295761345425,42.4034830012244
relation/17467354-380,12.326714435541458,41.87697093400848
relation/5378910-220,7.190494851545711,46.97438844463531
relation/6277789-220,10.263510798933572,45.57900386833113
relation/6277789-380,10.263783114831904,45.57919432959302
relation/6301099-220,10.954681122203286,46.52732196500187
relation/7837848-220,10.51200117064795,46.00710888934788
relation/7933294-380,10.332156238823757,46.80495634467607
relation/8840420-220,14.29517600791474,40.86120610604475
way/100113593-380,10.60324924102487,42.95847581127709
way/100253768-380,10.69615529009575,43.05180355974393
way/100407576-220,12.245464365750832,45.42934437845401
way/100407576-380,12.245742718915633,45.4295296814276
way/100602290-220,10.665309720433424,47.06941061053449
way/100662075-220,8.76745186600958,46.67529483003962
way/100952845-220,8.88440490617426,44.70505835780048
way/100952845-380,8.88466826259734,44.70525243909971
way/101346507-220,8.767986053870118,44.76591476013532
way/101346508-220,8.761426382278378,44.77548075615582
way/102185356-220,7.208626196784953,45.43990844150177
way/102185362-220,7.192826268834185,45.70095185939461
way/102287716-220,7.904079627171058,45.184942375909536
way/102287716-380,7.904341799076413,45.18513884639022
way/102675884-220,7.142062347776412,45.70642903026354
way/103007030-220,7.592292553145251,45.74371886736144
way/103007085-220,7.667230639231112,45.71977990747498
way/103127417-220,7.333228172356326,45.824923355851325
way/103264820-220,8.877037790301012,45.47344611112037
way/103306951-380,16.68442447660611,40.73117558941368
way/103381531-220,17.3202622435284,40.531042363975736
way/103381531-380,17.32053266255561,40.53121480308309
way/103418587-220,8.325753224450034,46.242515767127614
way/103549584-220,11.439426407427698,46.05568378134619
way/103653565-220,9.314871329605271,44.37006490942943
way/103653567-220,7.629670376833333,43.82792556379145
way/103653567-225,7.629925523023667,43.82812288020728
way/103653591-220,8.428556868456633,44.27625902865617
way/103653591-380,8.428816708094367,44.27645430720542
way/103725268-220,7.710075236624536,45.10255842713754
way/103725446-220,7.737348853937409,45.12620266687428
way/103974940-380,7.749990534009258,45.16358928489405
way/103974946-220,7.737643459686783,44.85942728712477
way/104114052-220,8.259255785333869,46.04830949252275
way/104239286-220,8.381040900246052,44.65691127712437
